"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.840893750E-1,1.851948853E0,3.151845703E0,8.979077911E0
7.041763750E-1,2.046993256E0,2.899769897E0,8.936716003E0
7.242633750E-1,2.083966370E0,2.553539886E0,8.519383850E0
7.443503750E-1,1.851499786E0,2.582579498E0,8.926088104E0
7.644373750E-1,2.624342651E0,3.475921783E0,9.053323517E0
7.845243750E-1,2.577789459E0,3.297792206E0,8.738827515E0
8.046113750E-1,1.928140411E0,3.135230255E0,9.245374146E0
8.246983750E-1,1.894011383E0,3.171903992E0,1.003797592E1
8.447853750E-1,2.182311859E0,2.969824219E0,9.813143463E0
8.648713750E-1,2.922672272E0,2.826422424E0,8.775950317E0
8.849583750E-1,2.377955017E0,2.889740753E0,8.631500702E0
9.050453750E-1,2.050585785E0,2.811154175E0,9.911788330E0
9.251323750E-1,1.852547607E0,2.132315826E0,1.089419540E1
9.452198333E-1,1.986818390E0,1.683848419E0,1.012210098E1
9.653068333E-1,2.501897278E0,2.269281006E0,8.750353546E0
9.853938333E-1,2.675236816E0,3.006947021E0,9.060059509E0
1.005480833E0,2.676134949E0,3.208428040E0,1.002525238E1
1.025567833E0,2.561772766E0,2.884501648E0,8.446635132E0
1.045654833E0,3.172951813E0,3.864364014E0,6.909631348E0
1.065741833E0,6.786886597E-1,3.048111420E0,8.873397675E0
1.085828833E0,2.571502533E0,1.818268890E0,1.055889267E1
1.105915833E0,3.461551666E0,1.930834808E0,9.842632141E0
1.126002833E0,3.382216644E0,1.959724731E0,8.142467651E0
1.146088833E0,2.514022064E0,2.372865601E0,8.229436798E0
1.166175833E0,3.273842010E0,2.647993469E0,8.261919250E0
1.186262833E0,3.072510681E0,2.206561432E0,8.458161163E0
1.206349833E0,3.248694305E0,2.048340454E0,8.484656067E0
1.226436833E0,3.011287994E0,1.792522430E0,8.891959076E0
1.246523833E0,1.025966492E0,8.207432556E-1,9.187594299E0
1.266610833E0,8.535250854E-1,1.206491089E0,8.606203308E0
1.286697833E0,2.782114563E0,1.891466675E0,9.157057800E0
1.306784833E0,2.897524567E0,2.470462646E0,1.065454376E1
1.326871833E0,3.003354492E0,3.193459167E0,1.068822372E1
1.346958833E0,1.161285095E0,2.469714203E0,1.043300446E1
1.367045833E0,4.788542175E-1,1.734143829E0,9.305249634E0
1.387132833E0,3.643423462E-1,1.681154022E0,9.128317566E0
1.407218833E0,1.756447449E0,1.659000092E0,9.518705750E0
1.427305833E0,2.677182770E0,6.465055847E-1,9.285041656E0
1.447392833E0,1.942959595E0,5.562432861E-1,9.461674347E0
1.467479833E0,1.360820160E0,1.644330597E0,9.936337280E0
1.487566833E0,1.399140472E0,1.745520172E0,9.957443390E0
