"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.156522542E0,5.203399658E0,-2.197853088E1,-3.599479675E1
7.176609542E0,6.636230469E0,-2.298446655E1,-3.510823059E1
7.196696542E0,7.918945312E0,-2.430524445E1,-3.406292725E1
7.216783542E0,7.293823242E0,-2.480953217E1,-3.361517334E1
7.236870542E0,6.530212402E0,-2.479743195E1,-3.395535278E1
7.256957542E0,6.976745605E0,-2.441254425E1,-3.411961365E1
7.277044542E0,8.242279053E0,-2.372702789E1,-3.438653564E1
7.297131542E0,9.407958984E0,-2.309646606E1,-3.418331909E1
7.317218542E0,1.006445312E1,-2.223158264E1,-3.459761047E1
7.337305542E0,1.017980957E1,-2.170544434E1,-3.508825684E1
7.357392542E0,1.071826172E1,-2.094167328E1,-3.538110352E1
7.377479542E0,1.169638062E1,-2.028038788E1,-3.560644531E1
7.397566542E0,1.288793945E1,-1.936569977E1,-3.566485596E1
7.417653542E0,1.374090576E1,-1.843949890E1,-3.603634644E1
7.437740542E0,1.282147217E1,-1.744409180E1,-3.685203552E1
7.457827542E0,1.178784180E1,-1.645241547E1,-3.756262207E1
7.477914542E0,1.249371338E1,-1.578730011E1,-3.767768860E1
7.498001542E0,1.310754395E1,-1.528571320E1,-3.798402405E1
7.518088542E0,1.300122070E1,-1.516241455E1,-3.813975525E1
7.538175542E0,1.142959595E1,-1.512921143E1,-3.858831787E1
7.558262542E0,9.937652588E0,-1.521922302E1,-3.869172668E1
7.578349542E0,9.807220459E0,-1.557005310E1,-3.898231506E1
7.598436542E0,1.035522461E1,-1.542398071E1,-3.864663696E1
7.618523542E0,1.062997437E1,-1.491952515E1,-3.873646545E1
7.638610542E0,1.060946655E1,-1.454298401E1,-3.912458801E1
7.658697542E0,1.044210815E1,-1.433840942E1,-3.922279358E1
7.678784542E0,1.087438965E1,-1.413614655E1,-3.952801514E1
7.698871542E0,1.123110962E1,-1.371038055E1,-3.950100708E1
7.718958542E0,1.146334839E1,-1.317068481E1,-3.956007385E1
7.739045542E0,1.142712402E1,-1.256015015E1,-3.954061890E1
7.759132542E0,1.081933594E1,-1.177438354E1,-3.976710510E1
7.779219542E0,1.002459717E1,-1.080845642E1,-3.983016968E1
7.799307625E0,8.967407227E0,-1.032455444E1,-4.066531372E1
7.819394625E0,7.828552246E0,-1.014246368E1,-4.129113770E1
7.839481625E0,7.012390137E0,-9.996833801E0,-4.125172424E1
7.859568625E0,7.222503662E0,-9.746490479E0,-4.129745483E1
7.879655625E0,7.634765625E0,-9.398117065E0,-4.095787048E1
7.899742625E0,8.194580078E0,-8.869018555E0,-4.088969421E1
7.919829625E0,8.596160889E0,-8.547515869E0,-4.079470825E1
7.939916625E0,9.049224854E0,-8.674346924E0,-4.095707703E1
7.960003625E0,9.830535889E0,-9.716094971E0,-4.055583191E1
7.980090625E0,1.068264771E1,-1.060726929E1,-3.981295776E1
