"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.173713583E0,7.206216455E-2,-2.833198607E-1,-3.739134222E-2
7.193666583E0,9.955930710E-2,-1.830134988E-1,-3.908670694E-2
7.213619583E0,8.464884758E-2,-1.461196989E-1,-3.650459647E-2
7.233571583E0,6.180290878E-2,-1.572698206E-1,-1.146658696E-2
7.253524583E0,6.021392345E-2,-1.978618354E-1,-3.160881624E-2
7.273476583E0,7.209777832E-2,-1.416886151E-1,-5.621896684E-2
7.293429583E0,9.347888082E-2,-8.705431223E-2,-4.152793810E-2
7.313382583E0,8.920131624E-2,-6.329359859E-2,-7.549105212E-3
7.333334583E0,5.202355236E-2,-2.191203088E-2,-2.561655827E-3
7.353287583E0,3.202248365E-2,-1.375829615E-2,-1.348260324E-2
7.373240583E0,4.896806553E-2,-1.019775169E-3,-4.657175019E-2
7.393192583E0,5.140425637E-2,7.122333348E-2,-5.760226771E-2
7.413145583E0,3.487353399E-2,1.284130812E-1,-3.786186129E-2
7.433098583E0,5.412923172E-3,1.221774817E-1,-2.612924203E-2
7.453050583E0,-5.924810190E-3,9.146177024E-2,-3.891522437E-2
7.473003583E0,5.425013602E-3,1.008417308E-1,-7.283096761E-2
7.492955583E0,7.847709581E-3,1.222378165E-1,-8.928871155E-2
7.512908583E0,1.197575033E-2,1.254939139E-1,-6.760850549E-2
7.532861583E0,6.705601700E-3,1.488695741E-1,-2.908204123E-2
7.552813583E0,4.159674048E-3,1.524940729E-1,-2.400774136E-2
